Average Salary,District Code,District Name,FTE Count,Salary Totals,Year
"  $87,608",2530000,Rowe,      7.0,"        $613,254",2017
"  $85,470",2580000,Salem,    376.0,"     $32,111,216",2017
"  $77,781",2610000,Sandwich,    215.0,"     $16,730,756",2017
"  $73,300",2620000,Saugus,    207.0,"     $15,173,012",2017
"  $46,070",2630000,Savoy,      5.0,"        $216,529",2017
"  $86,646",2640000,Scituate,    247.0,"     $21,393,011",2017
"  $80,472",2650000,Seekonk,    151.0,"     $12,111,035",2017
"  $77,828",2660000,Sharon,    287.0,"     $22,303,492",2017
"  $88,878",8710000,Shawsheen Valley Regional Vocational Technical,    130.0,"     $11,572,138",2017
"  $93,589",2690000,Sherborn,     32.0,"      $2,976,117",2017
"  $77,223",2710000,Shrewsbury,    406.0,"     $31,383,861",2017
"  $53,923",2720000,Shutesbury,     16.0,"        $846,598",2017
"  $86,709",7600000,Silver Lake,    132.0,"     $11,462,942",2017
"  $73,544",2730000,Somerset,    125.0,"      $9,170,334",2017
"  $67,483",7630000,Somerset Berkley Regional School District,     84.0,"      $5,634,798",2017
"  $75,703",2740000,Somerville,    431.0,"     $32,590,006",2017
"  $74,979",2780000,South Hadley,    135.0,"     $10,084,630",2017
"  $80,760",8290000,South Middlesex Regional Vocational Technical,     78.0,"      $6,299,308",2017
"  $81,231",8730000,South Shore Regional Vocational Technical,     61.0,"      $4,987,557",2017
"  $72,794",2750000,Southampton,     36.0,"      $2,649,692",2017
"  $87,211",2760000,Southborough,    112.0,"      $9,776,302",2017
"  $66,931",2770000,Southbridge,    176.0,"     $11,746,316",2017
"  $82,197",8720000,Southeastern Regional Vocational Technical,    128.0,"     $10,521,267",2017
"  $66,141",7650000,Southern Berkshire,     75.0,"      $4,973,837",2017
"  $77,020",8760000,Southern Worcester County Regional Vocational Technical,    110.0,"      $8,464,543",2017
"  $63,507",7660000,Southwick-Tolland-Granville Regional School District,    142.0,"      $8,986,623",2017
"  $63,736",7670000,Spencer-E Brookfield,    116.0,"      $7,393,335",2017
"  $64,844",2810000,Springfield,"  2,056.0","    $133,321,815",2017
"  $72,302",2840000,Stoneham,    186.0,"     $13,426,509",2017
"  $82,056",2850000,Stoughton,    299.0,"     $24,518,298",2017
"  $79,410",2870000,Sturbridge,     68.0,"      $5,407,816",2017
"  $80,592",2880000,Sudbury,    212.0,"     $17,077,552",2017
"  $57,348",2890000,Sunderland,     22.0,"      $1,267,287",2017
"  $73,795",2900000,Sutton,     98.0,"      $7,246,689",2017
"  $77,344",2910000,Swampscott,    194.0,"     $15,028,019",2017
"  $68,924",2920000,Swansea,    159.0,"     $10,945,054",2017
"  $80,279",7700000,Tantasqua,    135.0,"     $10,840,905",2017
"  $91,703",2930000,Taunton,    451.0,"     $41,376,176",2017
"  $73,926",2950000,Tewksbury,    259.0,"     $19,117,189",2017
"  $88,433",2960000,Tisbury,     37.0,"      $3,227,814",2017
"  $75,780",2980000,Topsfield,     52.0,"      $3,910,249",2017
"  $84,552",8780000,Tri County Regional Vocational Technical,     91.0,"      $7,728,023",2017
"  $74,350",7730000,Triton,    205.0,"     $15,204,610",2017
"  $74,945",3000000,Truro,     16.0,"      $1,191,627",2017
"  $78,556",3010000,Tyngsborough,    129.0,"     $10,125,859",2017
"  $88,310",7740000,Up-Island Regional,     45.0,"      $3,947,449",2017
"  $72,208",8790000,Upper Cape Cod Regional Vocational Technical,     75.0,"      $5,426,459",2017
"  $73,790",3040000,Uxbridge,    131.0,"      $9,644,416",2017
"  $70,989",7750000,Wachusett,    475.0,"     $33,697,443",2017
"  $73,902",3050000,Wakefield,    266.0,"     $19,637,358",2017
"  $72,336",3060000,Wales,     10.0,"        $752,297",2017
"  $73,201",3070000,Walpole,    289.0,"     $21,140,530",2017
"  $78,311",3080000,Waltham,    498.0,"     $39,008,945",2017
"  $64,329",3090000,Ware,     90.0,"      $5,763,875",2017
"  $73,938",3100000,Wareham,    189.0,"     $13,959,441",2017
"  $85,372",3140000,Watertown,    239.0,"     $20,386,914",2017
"  $96,103",3150000,Wayland,    207.0,"     $19,873,999",2017
"  $72,290",3160000,Webster,    133.0,"      $9,621,852",2017
"  $91,478",3170000,Wellesley,    385.0,"     $35,203,013",2017
"  $73,607",3180000,Wellfleet,     17.0,"      $1,251,312",2017
"  $73,218",3220000,West Boylston,     82.0,"      $6,018,546",2017
"  $75,743",3230000,West Bridgewater,     90.0,"      $6,786,683",2017
"  $67,259",3320000,West Springfield,    322.0,"     $21,630,529",2017
"  $78,251",3210000,Westborough,    303.0,"     $23,701,734",2017
"  $70,275",3250000,Westfield,    422.0,"     $29,676,999",2017
"  $80,072",3260000,Westford,    364.0,"     $29,138,267",2017
"  $66,082",3270000,Westhampton,     12.0,"        $819,418",2017
"  $99,887",3300000,Weston,    191.0,"     $19,118,386",2017
"  $81,298",3310000,Westport,    107.0,"      $8,671,744",2017
"  $92,716",3350000,Westwood,    235.0,"     $21,778,942",2017
"  $80,599",3360000,Weymouth,    423.0,"     $34,109,341",2017
"  $59,428",3370000,Whately,     11.0,"        $671,541",2017
"  $81,311",7800000,Whitman-Hanson,    254.0,"     $20,636,761",2017
"  $83,936",8850000,Whittier Regional Vocational Technical,    113.0,"      $9,501,520",2017
"  $75,082",3400000,Williamsburg,     16.0,"      $1,178,785",2017
"  $66,136",3410000,Williamstown,     38.0,"      $2,526,395",2017
"  $76,087",3420000,Wilmington,    275.0,"     $20,950,231",2017
"  $70,777",3430000,Winchendon,     98.0,"      $6,921,965",2017
"  $75,752",3440000,Winchester,    356.0,"     $26,953,311",2017
"  $66,950",3460000,Winthrop,    152.0,"     $10,176,375",2017
"  $79,061",3470000,Woburn,    378.0,"     $29,916,501",2017
"  $77,569",3480000,Worcester,"  1,813.0","    $140,665,144",2017
"  $58,980",3490000,Worthington,      7.0,"        $401,002",2017
"  $74,807",3500000,Wrentham,     77.0,"      $5,782,582",2017
"  $78,670",0,State," 69,643.0","  $5,478,845,585",2017
"  $85,917",10000,Abington,    124.0,"     $10,610,746",2018
"  $84,822",6000000,Acton-Boxborough,    372.0,"     $31,536,769",2018
"  $76,860",30000,Acushnet,     66.0,"      $5,098,533",2018
"  $82,426",6030000,Adams-Cheshire,     82.0,"      $6,775,396",2018
"  $74,116",50000,Agawam,    325.0,"     $24,109,895",2018
"  $76,770",70000,Amesbury,    168.0,"     $12,882,002",2018
"  $76,477",80000,Amherst,    123.0,"      $9,406,729",2018
"  $84,610",6050000,Amherst-Pelham,    114.0,"      $9,670,870",2018
"  $85,092",90000,Andover,    484.0,"     $41,150,023",2018
"  $75,090",100000,Arlington,    405.0,"     $30,389,114",2018
"  $69,127",6100000,Ashburnham-Westminster,    161.0,"     $11,157,131",2018
"  $79,628",140000,Ashland,    201.0,"     $15,997,243",2018
"  $73,886",8010000,Assabet Valley Regional Vocational Technical,    116.0,"      $8,563,439",2018
"  $64,604",6150000,Athol-Royalston,    110.0,"      $7,074,113",2018
"  $83,792",160000,Attleboro,    380.0,"     $31,824,218",2018
"  $74,150",170000,Auburn,    180.0,"     $13,339,572",2018
"  $73,678",180000,Avon,     68.0,"      $5,039,595",2018
"  $63,017",6160000,Ayer Shirley School District,    137.0,"      $8,601,819",2018
"  $80,672",200000,Barnstable,    370.0,"     $29,864,720",2018
"  $89,004",230000,Bedford,    236.0,"     $21,022,795",2018
"  $67,973",240000,Belchertown,    165.0,"     $11,245,519",2018
"  $74,764",250000,Bellingham,    172.0,"     $12,881,902",2018
"  $90,616",260000,Belmont,    274.0,"     $24,846,861",2018
"  $76,647",270000,Berkley,     61.0,"      $4,652,479",2018
"  $73,632",6180000,Berkshire Hills,    111.0,"      $8,195,278",2018
"  $86,327",280000,Berlin,     18.0,"      $1,553,886",2018
"  $73,468",6200000,Berlin-Boylston,     47.0,"      $3,416,313",2018
"  $74,435",300000,Beverly,    330.0,"     $24,533,710",2018
"  $83,185",310000,Billerica,    379.0,"     $31,485,547",2018
"  $76,677",8050000,Blackstone Valley Regional Vocational Technical,    101.0,"      $7,759,731",2018
"  $68,881",6220000,Blackstone-Millville,    134.0,"      $9,236,975",2018
"  $81,195",8060000,Blue Hills Regional Vocational Technical,     86.0,"      $6,982,777",2018
" $101,811",350000,Boston,"  4,266.0","    $434,326,612",2018
"  $80,186",360000,Bourne,    150.0,"     $12,024,119",2018
"  $85,202",380000,Boxford,     58.0,"      $4,933,186",2018
"  $79,150",390000,Boylston,     20.0,"      $1,551,334",2018
"  $79,863",400000,Braintree,    433.0,"     $34,556,891",2018
"  $78,712",410000,Brewster,     43.0,"      $3,408,220",2018
"  $85,388",6250000,Bridgewater-Raynham,    331.0,"     $28,255,049",2018
"  $75,454",430000,Brimfield,     26.0,"      $1,984,445",2018
"  $70,003",9100000,Bristol County Agricultural,     36.0,"      $2,492,103",2018
"  $90,893",8100000,Bristol-Plymouth Regional Vocational Technical,    101.0,"      $9,193,862",2018
"  $96,174",440000,Brockton,"  1,013.0","     $97,396,208",2018
"  $68,397",450000,Brookfield,     24.0,"      $1,627,842",2018
"  $95,208",460000,Brookline,    631.0,"     $60,085,735",2018
"  $98,474",480000,Burlington,    326.0,"     $32,063,224",2018
"  $88,191",490000,Cambridge,    684.0,"     $60,295,729",2018
"  $83,857",500000,Canton,    252.0,"     $21,123,612",2018
"  $79,080",8150000,Cape Cod Regional Vocational Technical,     66.0,"      $5,203,438",2018
" $100,691",510000,Carlisle,     57.0,"      $5,719,277",2018
"  $72,740",520000,Carver,    118.0,"      $8,576,088",2018
"  $73,652",6350000,Central Berkshire,    125.0,"      $9,199,152",2018
"  $78,671",560000,Chelmsford,    374.0,"     $29,391,399",2018
"  $69,506",570000,Chelsea,    414.0,"     $28,754,484",2018
"  $72,256",6320000,Chesterfield-Goshen,     15.0,"      $1,076,614",2018
"  $72,185",610000,Chicopee,    617.0,"     $44,552,709",2018
"  $59,580",630000,Clarksburg,     16.0,"        $923,487",2018
"  $66,428",640000,Clinton,    151.0,"     $10,050,569",2018
"  $89,739",650000,Cohasset,    114.0,"     $10,185,326",2018
"  $99,501",670000,Concord,    169.0,"     $16,855,517",2018
" $102,630",6400000,Concord-Carlisle,    103.0,"     $10,529,788",2018
"  $62,751",680000,Conway,     13.0,"        $840,864",2018
"  $78,007",710000,Danvers,    273.0,"     $21,295,833",2018
"  $77,109",720000,Dartmouth,    275.0,"     $21,184,838",2018
"  $79,564",730000,Dedham,    244.0,"     $19,381,836",2018
"  $57,678",740000,Deerfield,     39.0,"      $2,272,528",2018
"  $74,673",6450000,Dennis-Yarmouth,    286.0,"     $21,333,980",2018
"  $72,299",6500000,Dighton-Rehoboth,    228.0,"     $16,455,190",2018
"  $69,468",770000,Douglas,     94.0,"      $6,550,786",2018
"  $89,268",780000,Dover,     42.0,"      $3,731,384",2018
"  $94,331",6550000,Dover-Sherborn,    108.0,"     $10,159,429",2018
"  $76,066",790000,Dracut,    210.0,"     $15,943,505",2018
"  $70,594",6580000,Dudley-Charlton Reg,    272.0,"     $19,208,540",2018
"  $82,702",820000,Duxbury,    229.0,"     $18,922,183",2018
"  $72,485",830000,East Bridgewater,    155.0,"     $11,206,254",2018
"  $74,655",870000,East Longmeadow,    206.0,"     $15,386,470",2018
"  $80,201",850000,Eastham,     23.0,"      $1,868,681",2018
"  $67,605",860000,Easthampton,    117.0,"      $7,882,715",2018
"  $77,666",880000,Easton,    270.0,"     $20,985,465",2018
"  $93,576",890000,Edgartown,     39.0,"      $3,602,688",2018
"  $73,866",910000,Erving,     18.0,"      $1,336,974",2018
"  $75,202",8170000,Essex North Shore Agricultural and Technical School District,    123.0,"      $9,227,303",2018
"  $85,315",930000,Everett,    529.0,"     $45,089,044",2018
"  $71,476",940000,Fairhaven,    145.0,"     $10,356,827",2018
"  $65,614",950000,Fall River,    813.0,"     $53,341,961",2018
"  $78,362",960000,Falmouth,    293.0,"     $22,936,360",2018
"  $52,552",6620000,Farmington River Reg,     14.0,"        $709,447",2018
"  $73,235",970000,Fitchburg,    367.0,"     $26,840,704",2018
"  $48,598",980000,Florida,     12.0,"        $573,453",2018
"  $87,537",990000,Foxborough,    206.0,"     $17,988,945",2018
"  $90,639",1000000,Framingham,    663.0,"     $60,084,577",2018
"  $74,204",1010000,Franklin,    407.0,"     $30,218,416",2018
"  $77,752",8180000,Franklin County Regional Vocational Technical,     50.0,"      $3,887,599",2018
"  $75,616",6650000,Freetown-Lakeville,    194.0,"     $14,661,930",2018
"  $69,412",6700000,Frontier,     52.0,"      $3,574,742",2018
"  $64,721",1030000,Gardner,    173.0,"     $11,170,800",2018
"  $61,874",6720000,Gateway,     78.0,"      $4,838,523",2018
"  $81,688",1050000,Georgetown,     97.0,"      $7,891,109",2018
"  $61,785",6740000,Gill-Montague,     93.0,"      $5,764,514",2018
"  $79,686",1070000,Gloucester,    258.0,"     $20,542,947",2018
"  $49,797",1090000,Gosnold,      1.0,"         $54,777",2018
"  $71,191",1100000,Grafton,    242.0,"     $17,199,726",2018
"  $61,017",1110000,Granby,     57.0,"      $3,477,941",2018
"  $88,863",8210000,Greater Fall River Regional Vocational Technical,    135.0,"     $11,952,130",2018
"  $83,133",8230000,Greater Lawrence Regional Vocational Technical,    144.0,"     $11,979,509",2018
"  $84,843",8280000,Greater Lowell Regional Vocational Technical,    185.0,"     $15,695,950",2018
"  $81,507",8250000,Greater New Bedford Regional Vocational Technical,    199.0,"     $16,179,106",2018
"  $62,149",1140000,Greenfield,    159.0,"      $9,900,296",2018
"  $79,346",6730000,Groton-Dunstable,    177.0,"     $14,036,234",2018
"  $70,356",1170000,Hadley,     49.0,"      $3,468,539",2018
"  $80,291",1180000,Halifax,     39.0,"      $3,131,351",2018
"  $81,051",6750000,Hamilton-Wenham,    146.0,"     $11,825,337",2018
"  $78,733",6800000,Hampden-Wilbraham,    210.0,"     $16,573,202",2018
"  $70,048",6830000,Hampshire,     73.0,"      $5,120,491",2018
"  $58,841",1210000,Hancock,      7.0,"        $400,116",2018
"  $80,616",1220000,Hanover,    204.0,"     $16,469,785",2018
"  $85,200",1250000,Harvard,     90.0,"      $7,650,945",2018
"  $61,691",1270000,Hatfield,     42.0,"      $2,609,550",2018
"  $70,928",1280000,Haverhill,    547.0,"     $38,783,403",2018
"  $69,289",6850000,Hawlemont,     12.0,"        $803,755",2018
"  $87,233",1310000,Hingham,    297.0,"     $25,899,621",2018
"  $74,410",1330000,Holbrook,     86.0,"      $6,376,912",2018
"  $69,578",1350000,Holland,     18.0,"      $1,273,280",2018
"  $82,958",1360000,Holliston,    216.0,"     $17,910,635",2018
"  $71,478",1370000,Holyoke,    401.0,"     $28,648,401",2018
"  $72,514",1380000,Hopedale,     88.0,"      $6,395,699",2018
"  $90,906",1390000,Hopkinton,    262.0,"     $23,835,488",2018
"  $76,465",1410000,Hudson,    243.0,"     $18,565,717",2018
"  $76,650",1420000,Hull,     84.0,"      $6,415,645",2018
"  $73,666",1440000,Ipswich,    159.0,"     $11,698,222",2018
"  $75,771",6900000,King Philip,    127.0,"      $9,630,536",2018
"  $72,961",1450000,Kingston,     69.0,"      $5,048,892",2018
"  $63,116",1480000,Lanesborough,     20.0,"      $1,243,378",2018
"  $69,533",1490000,Lawrence,"  1,086.0","     $75,506,522",2018
"  $67,773",1500000,Lee,     70.0,"      $4,737,311",2018
"  $71,514",1510000,Leicester,    111.0,"      $7,966,635",2018
"  $77,652",1520000,Lenox,     80.0,"      $6,204,377",2018
"  $76,447",1530000,Leominster,    419.0,"     $32,031,332",2018
"  $56,975",1540000,Leverett,     18.0,"      $1,025,554",2018
"  $84,840",1550000,Lexington,    600.0,"     $50,929,225",2018
"  $89,155",1570000,Lincoln,    119.0,"     $10,600,518",2018
" $102,175",6950000,Lincoln-Sudbury,    127.0,"     $12,996,623",2018
"  $77,441",1580000,Littleton,    121.0,"      $9,393,596",2018
"  $75,344",1590000,Longmeadow,    236.0,"     $17,796,135",2018
"  $76,091",1600000,Lowell,"  1,067.0","     $81,181,196",2018
"  $67,942",1610000,Ludlow,    225.0,"     $15,314,169",2018
"  $74,236",1620000,Lunenburg,    115.0,"      $8,544,508",2018
"  $76,870",1630000,Lynn,"  1,091.0","     $83,857,920",2018
"  $86,133",1640000,Lynnfield,    168.0,"     $14,496,195",2018
"  $84,171",1650000,Malden,    458.0,"     $38,524,974",2018
"  $82,376",6980000,Manchester Essex Regional,    128.0,"     $10,568,898",2018
"  $86,935",1670000,Mansfield,    299.0,"     $26,002,403",2018
"  $77,375",1680000,Marblehead,    262.0,"     $20,272,250",2018
"  $86,151",1690000,Marion,     35.0,"      $2,998,049",2018
"  $77,793",1700000,Marlborough,    387.0,"     $30,105,726",2018
"  $75,523",1710000,Marshfield,    327.0,"     $24,688,469",2018
" $101,006",7000000,Martha's Vineyard,     71.0,"      $7,191,646",2018
"  $93,724",7050000,Masconomet,    135.0,"     $12,643,308",2018
"  $75,877",1720000,Mashpee,    140.0,"     $10,637,982",2018
"  $78,574",1730000,Mattapoisett,     40.0,"      $3,127,245",2018
"  $83,703",1740000,Maynard,     99.0,"      $8,244,750",2018
"  $87,170",1750000,Medfield,    204.0,"     $17,774,028",2018
"  $71,115",1760000,Medford,    410.0,"     $29,182,307",2018
"  $82,777",1770000,Medway,    156.0,"     $12,888,319",2018
"  $65,624",1780000,Melrose,    271.0,"     $17,797,151",2018
"  $80,688",7100000,Mendon-Upton,    161.0,"     $12,974,579",2018
"  $77,778",1810000,Methuen,    497.0,"     $38,623,923",2018
"  $74,134",1820000,Middleborough,    225.0,"     $16,680,182",2018
"  $84,743",1840000,Middleton,     57.0,"      $4,796,464",2018
"  $80,920",1850000,Milford,    333.0,"     $26,921,963",2018
"  $78,928",1860000,Millbury,    131.0,"     $10,363,260",2018
"  $85,841",1870000,Millis,     94.0,"      $8,086,138",2018
"  $82,613",1890000,Milton,    300.0,"     $24,783,986",2018
"  $96,788",8300000,Minuteman Regional Vocational Technical,     78.0,"      $7,520,410",2018
"  $76,502",7170000,Mohawk Trail,     78.0,"      $5,960,275",2018
"  $75,184",7120000,Monomoy Regional School District,    177.0,"     $13,284,966",2018
"  $60,938",1910000,Monson,     84.0,"      $5,088,293",2018
"  $79,202",8320000,Montachusett Regional Vocational Technical,    117.0,"      $9,266,666",2018
"  $79,564",7150000,Mount Greylock,     46.0,"      $3,620,181",2018
"  $74,569",1960000,Nahant,     10.0,"        $708,408",2018
"  $87,729",1970000,Nantucket,    143.0,"     $12,580,316",2018
"  $72,942",7200000,Narragansett,     98.0,"      $7,111,842",2018
"  $80,165",7250000,Nashoba,    268.0,"     $21,516,393",2018
"  $79,705",8520000,Nashoba Valley Regional Vocational Technical,     64.0,"      $5,101,124",2018
"  $77,049",1980000,Natick,    408.0,"     $31,443,779",2018
"  $84,750",6600000,Nauset,    137.0,"     $11,585,289",2018
"  $95,184",1990000,Needham,    408.0,"     $38,854,017",2018
"  $72,850",2010000,New Bedford,    924.0,"     $67,321,047",2018
"  $61,583",7280000,New Salem-Wendell,     14.0,"        $880,634",2018
"  $79,617",2040000,Newburyport,    190.0,"     $15,143,106",2018
"  $82,045",2070000,Newton,"  1,086.0","     $89,068,463",2018
"  $83,449",2080000,Norfolk,     76.0,"      $6,325,416",2018
"  $71,071",9150000,Norfolk County Agricultural,     56.0,"      $3,972,874",2018
"  $63,968",2090000,North Adams,    124.0,"      $7,906,443",2018
"  $77,641",2110000,North Andover,    309.0,"     $23,978,733",2018
"  $76,504",2120000,North Attleborough,    287.0,"     $21,948,956",2018
"  $63,947",2150000,North Brookfield,     45.0,"      $2,858,436",2018
"  $69,995",7350000,North Middlesex,    249.0,"     $17,421,787",2018
"  $78,598",2170000,North Reading,    202.0,"     $15,900,321",2018
"  $61,433",2100000,Northampton,    232.0,"     $14,221,677",2018
"  $64,081",4060000,Northampton-Smith Vocational Agricultural,     56.0,"      $3,588,528",2018
"  $87,543",7300000,Northboro-Southboro,    115.0,"     $10,049,955",2018
"  $90,465",2130000,Northborough,    133.0,"     $12,030,079",2018
"  $71,805",2140000,Northbridge,    166.0,"     $11,926,810",2018
"  $88,715",8530000,Northeast Metropolitan Regional Vocational Technical,    115.0,"     $10,228,798",2018
"  $76,234",8510000,Northern Berkshire Regional Vocational Technical,     54.0,"      $4,147,113",2018
"  $69,975",2180000,Norton,    198.0,"     $13,834,114",2018
"  $84,396",2190000,Norwell,    165.0,"     $13,891,539",2018
"  $79,554",2200000,Norwood,    272.0,"     $21,622,891",2018
"  $87,117",2210000,Oak Bluffs,     47.0,"      $4,050,935",2018
"  $74,812",8550000,Old Colony Regional Vocational Technical,     57.0,"      $4,264,301",2018
"  $83,437",7400000,Old Rochester,     91.0,"      $7,567,733",2018
"  $66,880",2230000,Orange,     45.0,"      $3,009,614",2018
"  $90,082",2240000,Orleans,     22.0,"      $1,945,772",2018
"  $69,536",2260000,Oxford,    125.0,"      $8,698,901",2018
"  $69,015",2270000,Palmer,    119.0,"      $8,212,743",2018
"  $73,685",8600000,Pathfinder Regional Vocational Technical,     74.0,"      $5,430,595",2018
"  $78,477",2290000,Peabody,    447.0,"     $35,040,192",2018
"  $70,055",2300000,Pelham,     12.0,"        $805,633",2018
"  $83,803",2310000,Pembroke,    198.0,"     $16,618,079",2018
"  $77,442",7450000,Pentucket,    195.0,"     $15,124,336",2018
"  $56,498",2340000,Petersham,     11.0,"        $638,423",2018
"  $59,813",7500000,Pioneer Valley,     74.0,"      $4,426,159",2018
"  $67,935",2360000,Pittsfield,    463.0,"     $31,474,131",2018
"  $79,940",2380000,Plainville,     48.0,"      $3,861,102",2018
"  $71,764",2390000,Plymouth,    638.0,"     $45,799,992",2018
"  $73,527",2400000,Plympton,     18.0,"      $1,345,547",2018
"  $87,287",2420000,Provincetown,     19.0,"      $1,667,186",2018
"  $70,956",7530000,Quabbin,    148.0,"     $10,466,050",2018
"  $65,396",7780000,Quaboag Regional,    104.0,"      $6,814,270",2018
"  $79,846",2430000,Quincy,    706.0,"     $56,379,174",2018
"  $65,555",7550000,Ralph C Mahar,     62.0,"      $4,038,202",2018
"  $79,366",2440000,Randolph,    238.0,"     $18,897,138",2018
"  $76,135",2460000,Reading,    307.0,"     $23,343,080",2018
"  $84,031",2480000,Revere,    539.0,"     $45,267,691",2018
"  $78,312",2490000,Richmond,     19.0,"      $1,503,587",2018
"  $86,886",2500000,Rochester,     38.0,"      $3,310,367",2018
"  $68,653",2510000,Rockland,    174.0,"     $11,931,929",2018
"  $77,009",2520000,Rockport,     89.0,"      $6,815,291",2018
"  $61,323",2530000,Rowe,      8.0,"        $490,587",2018
"  $94,132",2580000,Salem,    357.0,"     $33,633,262",2018
"  $83,972",2610000,Sandwich,    201.0,"     $16,869,930",2018
"  $78,146",2620000,Saugus,    202.0,"     $15,746,514",2018
"  $49,083",2630000,Savoy,      5.0,"        $240,506",2018
"  $90,248",2640000,Scituate,    245.0,"     $22,074,755",2018
"  $80,793",2650000,Seekonk,    157.0,"     $12,660,323",2018
"  $92,007",2660000,Sharon,    257.0,"     $23,608,227",2018
"  $93,081",8710000,Shawsheen Valley Regional Vocational Technical,    127.0,"     $11,830,658",2018
"  $90,800",2690000,Sherborn,     33.0,"      $2,969,175",2018
"  $78,585",2710000,Shrewsbury,    412.0,"     $32,410,217",2018
"  $70,751",2720000,Shutesbury,     14.0,"        $969,292",2018
"  $84,466",7600000,Silver Lake,    136.0,"     $11,461,982",2018
"  $73,055",2730000,Somerset,    135.0,"      $9,855,163",2018
"  $74,121",7630000,Somerset Berkley Regional School District,     81.0,"      $5,996,394",2018
"  $82,291",2740000,Somerville,    436.0,"     $35,845,985",2018
"  $70,181",2780000,South Hadley,    144.0,"     $10,106,128",2018
"  $82,388",8290000,South Middlesex Regional Vocational Technical,     81.0,"      $6,673,432",2018
"  $78,083",8730000,South Shore Regional Vocational Technical,     64.0,"      $4,973,864",2018
"  $70,491",2750000,Southampton,     38.0,"      $2,706,859",2018
"  $94,084",2760000,Southborough,    108.0,"     $10,114,056",2018
"  $73,514",2770000,Southbridge,    189.0,"     $13,857,478",2018
"  $80,261",8720000,Southeastern Regional Vocational Technical,    133.0,"     $10,634,568",2018
"  $66,931",7650000,Southern Berkshire,     73.0,"      $4,912,743",2018
"  $75,373",8760000,Southern Worcester County Regional Vocational Technical,    112.0,"      $8,441,803",2018
"  $66,809",7660000,Southwick-Tolland-Granville Regional School District,    133.0,"      $8,905,660",2018
"  $65,023",7670000,Spencer-E Brookfield,    113.0,"      $7,347,604",2018
"  $71,001",2810000,Springfield,"  1,917.0","    $136,089,082",2018
"  $74,035",2840000,Stoneham,    190.0,"     $14,044,453",2018
"  $79,272",2850000,Stoughton,    308.0,"     $24,391,914",2018
"  $79,572",2870000,Sturbridge,     69.0,"      $5,498,457",2018
"  $89,124",2880000,Sudbury,    210.0,"     $18,716,141",2018
"  $56,125",2890000,Sunderland,     23.0,"      $1,290,868",2018
"  $75,437",2900000,Sutton,     99.0,"      $7,475,765",2018
"  $76,733",2910000,Swampscott,    191.0,"     $14,625,233",2018
"  $68,331",2920000,Swansea,    164.0,"     $11,206,297",2018
"  $78,956",7700000,Tantasqua,    138.0,"     $10,864,291",2018
"  $79,066",2930000,Taunton,    533.0,"     $42,134,068",2018
"  $75,591",2950000,Tewksbury,    260.0,"     $19,661,132",2018
"  $89,523",2960000,Tisbury,     37.0,"      $3,285,505",2018
"  $87,817",2980000,Topsfield,     49.0,"      $4,259,126",2018
"  $87,072",8780000,Tri-County Regional Vocational Technical,     95.0,"      $8,289,216",2018
"  $77,870",7730000,Triton,    200.0,"     $15,589,643",2018
"  $75,659",3000000,Truro,     16.0,"      $1,225,682",2018
"  $82,608",3010000,Tyngsborough,    127.0,"     $10,484,575",2018
"  $89,092",7740000,Up-Island Regional,     46.0,"      $4,053,705",2018
"  $72,999",8790000,Upper Cape Cod Regional Vocational Technical,     79.0,"      $5,774,190",2018
"  $86,972",3040000,Uxbridge,    109.0,"      $9,514,781",2018
"  $74,636",7750000,Wachusett,    463.0,"     $34,578,832",2018
"  $79,963",3050000,Wakefield,    257.0,"     $20,542,574",2018
"  $76,808",3060000,Wales,     10.0,"        $798,801",2018
"  $76,548",3070000,Walpole,    291.0,"     $22,252,526",2018
"  $79,209",3080000,Waltham,    520.0,"     $41,196,341",2018
"  $63,664",3090000,Ware,     91.0,"      $5,793,404",2018
"  $74,431",3100000,Wareham,    189.0,"     $14,097,152",2018
"  $84,086",3140000,Watertown,    253.0,"     $21,298,878",2018
"  $97,739",3150000,Wayland,    218.0,"     $21,268,036",2018
"  $69,763",3160000,Webster,    139.0,"      $9,690,046",2018
"  $95,371",3170000,Wellesley,    392.0,"     $37,390,358",2018
"  $83,064",3180000,Wellfleet,     15.0,"      $1,229,342",2018
"  $75,982",3220000,West Boylston,     83.0,"      $6,336,921",2018
"  $77,724",3230000,West Bridgewater,     94.0,"      $7,306,058",2018
"  $65,882",3320000,West Springfield,    329.0,"     $21,668,574",2018
"  $79,096",3210000,Westborough,    325.0,"     $25,691,038",2018
"  $70,359",3250000,Westfield,    428.0,"     $30,137,425",2018
"  $88,694",3260000,Westford,    344.0,"     $30,501,943",2018
"  $59,403",3270000,Westhampton,     14.0,"        $855,405",2018
" $101,652",3300000,Weston,    186.0,"     $18,872,764",2018
"  $75,012",3310000,Westport,    119.0,"      $8,903,921",2018
"  $96,413",3350000,Westwood,    236.0,"     $22,705,300",2018
"  $80,700",3360000,Weymouth,    441.0,"     $35,556,395",2018
"  $61,641",3370000,Whately,     13.0,"        $782,847",2018
"  $82,500",7800000,Whitman-Hanson,    249.0,"     $20,517,697",2018
"  $85,135",8850000,Whittier Regional Vocational Technical,    114.0,"      $9,696,899",2018
"  $68,119",3400000,Williamsburg,     17.0,"      $1,171,650",2018
"  $65,442",3410000,Williamstown,     39.0,"      $2,539,153",2018
